-0.15578979,-0.12999468,0.07499715,-0.115218796,0.04921119,-0.1155927,0.15651265,-0.11854218,-0.07990109,0.21016583,0.19848019,-0.01809734,-0.11647206,-0.19722368,0.03165687,0.04401116,0.00652869,-0.26280552,0.08103305,0.013178046,0.14301372,0.119616926,-0.12649864,-0.10098173,0.102529734,0.05453101,-0.06565341,-0.23202188,-0.06755062,0.22281095,0.24753325,0.10257183,-0.08895622,-0.010313897,-0.10488773,-0.059518516,0.002822891,-0.07879275,0.074427694,-0.080482684,0.14638922,0.11585421,-0.0635633,0.123442195,-0.022980506,-0.17621492,0.032761097,0.10194527,-0.038260497,0.040165182
-0.04003232,-0.04452547,0.024045689,-0.025215225,0.004891963,-0.016317936,0.047041148,-0.023665644,-0.0153246485,0.054503206,0.056816626,0.00097158947,-0.028831357,-0.04752718,0.0038535858,0.015558975,-8.681874e-05,-0.054165367,0.024623131,0.0032979036,0.037468657,0.039931133,-0.032726083,-0.02512154,0.031623974,0.018974511,-0.00898697,-0.05101834,-0.01633242,0.06108205,0.06441562,0.021309344,-0.019983102,0.0032717478,-0.023830514,-0.014520467,-0.00028150866,-0.012745169,0.016994126,-0.02454999,0.033538565,0.03764404,-0.015258848,0.029138166,-0.00052810647,-0.034309708,0.008683484,0.02481264,-0.013683585,0.014231787
-0.26599544,-0.2614558,0.13006766,-0.20380208,0.08345613,-0.21347784,0.29269782,-0.19826378,-0.14265989,0.378024,0.3894109,-0.030867908,-0.20055018,-0.34305304,0.0674549,0.087391816,-0.031140054,-0.46903467,0.14811037,0.010431837,0.2571366,0.2310115,-0.22451591,-0.18881454,0.18443008,0.11124721,-0.11926917,-0.42766505,-0.15556006,0.4308872,0.4167432,0.21663529,-0.18420309,-0.0068850857,-0.19491674,-0.101870276,6.0497878e-05,-0.1392368,0.1325673,-0.12807435,0.23084658,0.21740215,-0.08854548,0.17896844,-0.029641045,-0.33658215,0.026721142,0.20503522,-0.053147763,0.060615294
-0.01953698,-0.014435554,-0.0024774938,-0.003510661,0.0124504585,-0.0068940846,0.019896103,-0.00398117,-0.004475237,0.023245007,0.021338362,0.0017236018,-0.003528653,-0.026059859,-0.002391691,-0.002711601,-0.0024042358,-0.01750003,0.011785629,-0.0005883979,0.010759927,0.018330831,-0.017643858,0.0004437995,0.017684828,-0.0050723706,-0.0027221139,-0.022306295,-0.0046641687,0.009178495,0.029437058,0.01594472,0.002464711,-0.005125804,-0.0054146666,-0.0014888424,-0.007246313,-0.0107819075,0.012554529,0.0017874878,0.012925032,0.008756695,-0.009909906,0.0049912236,0.0053122966,-0.01972839,0.0071049556,0.005276921,-0.011244659,-0.0011740712
-0.02937536,-0.040008273,0.014342497,-0.02354982,0.013525488,-0.02360256,0.04308299,-0.029821863,-0.019511295,0.049011145,0.061827306,0.0060313162,-0.012564691,-0.048389968,0.01166341,0.01874577,-0.0069881896,-0.0579294,0.030206155,-0.0017376728,0.02832614,0.019921677,-0.02233815,-0.033054657,0.022908412,0.010738749,-0.006278139,-0.047032252,-0.025074702,0.056893602,0.053562235,0.042024627,-0.018542461,-0.00659969,-0.027274208,-0.0036783977,-0.0068700546,-0.024063952,0.022451738,0.0006841977,0.019764036,0.026808955,-0.014607421,0.014955427,-0.015782483,-0.034670684,0.0034634732,0.030208746,-0.00065229903,-0.0065188115
-0.038964055,-0.017369421,0.016756773,-0.020007798,0.013486729,-0.03336553,0.029704295,-0.015766136,-0.014763209,0.03509859,0.040881716,0.0022732643,-0.022956776,-0.041356165,0.011768442,0.00042835608,-0.0038789914,-0.052703325,0.022143524,0.0027438242,0.034248706,0.026461883,-0.029184846,-0.02339155,0.018092632,0.017679097,-0.016220069,-0.05109685,-0.019355072,0.045279697,0.06016917,0.025301132,-0.02413485,-0.010758542,-0.024837239,-0.0077660354,0.0076596346,-0.020982677,0.025143266,-0.019351212,0.03194803,0.022399426,-0.0077505545,0.035127975,-0.0035209602,-0.035520185,0.018975126,0.026824158,-0.010443841,0.012655348
-0.24233225,-0.20662893,0.10214294,-0.1898104,0.051037613,-0.17444281,0.23497255,-0.18474947,-0.13438322,0.3264312,0.26357073,-0.050008986,-0.20591527,-0.33600485,0.051041715,0.04972643,0.031390663,-0.4323875,0.12520057,0.015882168,0.2273683,0.20283112,-0.19029635,-0.18165773,0.16841823,0.09859386,-0.08797981,-0.3472522,-0.10644123,0.36546573,0.3952127,0.124200076,-0.1483069,-0.013555048,-0.13983057,-0.093939535,0.016144432,-0.121778354,0.12961492,-0.1772521,0.26175448,0.21039046,-0.13311301,0.23106475,-0.012569024,-0.2956963,0.086845145,0.15921527,-0.0683988,0.08619202
-0.03974809,-0.046641175,0.011564594,-0.021713274,0.013069467,-0.034031127,0.03721895,-0.025945837,-0.018625176,0.055447303,0.04419562,0.00029855207,-0.037902646,-0.049811814,0.008606041,0.01881688,-0.00047820059,-0.07781458,0.03230067,-0.0049492954,0.050730523,0.03551928,-0.039557986,-0.02968999,0.030894106,0.021891149,-0.01473559,-0.05543611,-0.029762013,0.05697306,0.07346656,0.015366103,-0.020370359,0.004433203,-0.018308746,-0.021414988,-5.6881097e-05,-0.019829383,0.017252238,-0.021094048,0.040693652,0.033353202,-0.017112076,0.02503698,-0.011535008,-0.058996927,0.010702375,0.020747868,-0.00363625,0.0020322285
-0.030435225,-0.036008827,0.024764864,-0.021349307,0.020371187,-0.01747225,0.049713794,-0.031988565,-0.0309202,0.051376104,0.05189397,-0.013076967,-0.028245345,-0.054977193,0.018055813,0.00332292,0.005823307,-0.06564909,0.0098838685,-0.0044226516,0.046255242,0.03265997,-0.03625432,-0.039439667,0.02075509,0.022661213,-0.021733532,-0.05251832,-0.016034404,0.05613802,0.073436126,0.019258447,-0.02618039,0.0046344413,-0.02751007,-0.021741446,-0.0024014236,-0.023959165,0.01068489,-0.023202265,0.03573378,0.038535804,-0.028646521,0.036757085,0.006027336,-0.051506065,0.016360605,0.032681186,0.0024449483,0.01931346
-0.15804948,-0.15859912,0.08370153,-0.122523054,0.055117525,-0.11002447,0.17597698,-0.113332845,-0.07269958,0.21718562,0.21353363,-0.01758074,-0.1066774,-0.20733838,0.04204049,0.044210777,-0.005959608,-0.2679138,0.09450088,0.003652457,0.16011557,0.12948194,-0.13979411,-0.10662624,0.10566339,0.049255863,-0.061017517,-0.24329117,-0.10106179,0.24047314,0.24645466,0.111729614,-0.10347964,0.0023371675,-0.10628164,-0.06935152,-0.0009848312,-0.07074835,0.07382312,-0.07784064,0.12848428,0.12734069,-0.05931688,0.115335554,-0.027310768,-0.1973891,0.014192324,0.10454449,-0.025968589,0.02918414
